mission_id,scenario,deviation_at_handover_m,matched_baseline_row,match_residual_m,along_track_lag_rows,along_track_lag_m,along_track_lag_s,baseline_duration_s,mission_delay_pct,recovered_within_5m
M0402,S2,8.687457420031896,1390,0.2830831867728272,-20,-8.522106333313445,-1.0,69.5,0.0,0
M0403,S2,12.859319176220389,1044,12.857119098321675,-1,-0.3318210344816066,-0.05,52.2,0.0,0
M0404,S2,3.171985532731563,1829,2.969180598527516,-3,-0.9881092342894816,-0.15,91.45,0.0,1
M0405,S2,7.023743524438891,1757,3.3816632813467797,15,6.170951675842048,0.75,87.85000000000001,0.8537279453614115,0
M0406,S2,6.83870313593154,2431,6.45495756539605,7,2.2728882806081856,0.35,121.55,0.2879473467708762,0
M0407,S2,5.103550959693842,1136,0.9436842812274744,-12,-4.930557175207071,-0.6000000000000001,56.8,0.0,0
M0408,S2,9.727318241114506,857,9.151410163239245,6,2.7985493182106325,0.3,42.85,0.7001166861143524,0
M0409,S2,0.564373329261677,1851,0.3775484666853199,-1,-0.3859138110750564,-0.05,92.55,0.0,1
M0410,S2,11.670775585441271,1725,1.5131481440649086,-30,-11.601145218393183,-1.5,86.25,0.0,0
M0411,S2,12.098870188245495,1129,10.891245078969906,-10,-3.679972153139488,-0.5,56.45,0.0,0
M0412,S2,5.738205450225179,1644,4.780162139123911,-7,-2.9111730438080485,-0.35,82.2,0.0,0
M0413,S2,0.756275105577274,2818,0.0838584069563652,-2,-0.7994928983230238,-0.1,140.9,0.0,1
M0414,S2,5.6163918408138,2959,5.61474222552696,1,0.3721092703872273,0.05,147.95000000000002,0.0337952010814464,0
M0415,S2,2.931266224923324,2232,0.2064496961611425,-7,-3.097712662422396,-0.35,111.6,0.0,1
M0416,S2,5.228363396417627,2510,1.8699279767251256,-15,-4.722965172682962,-0.75,125.5,0.0,0
M0417,S2,5.867943348436322,2744,1.2832481045404616,-13,-5.71731684854899,-0.65,137.20000000000002,0.0,0
M0418,S2,11.908804740694167,683,0.936538314373318,-28,-11.79616183951265,-1.4,34.15,0.0,0
M0419,S2,4.479511136682194,2625,0.8217706902793197,-13,-4.373376801367272,-0.65,131.25,0.0,1
M0420,S2,9.608389824507595,1416,1.2312859365719715,-28,-9.50286429744591,-1.4,70.8,0.0,0
M0421,S2,4.542358652606588,921,1.0915869886042198,-10,-4.305866445490381,-0.5,46.05,0.0,1
M0422,S2,6.394964460909671,1717,6.047404705502512,-5,-1.8988893943209175,-0.25,85.85000000000001,0.0,0
M0423,S2,17.832295448152404,3161,4.578375921011469,-40,-13.371742517477514,-2.0,158.05,0.0,0
M0424,S2,7.69684950618757,967,6.220429715391401,-11,-4.30472695394991,-0.55,48.35,0.0,0
M0425,S2,4.727507326943236,868,2.4843153248164205,10,3.8021825316828313,0.5,43.400000000000006,1.152073732718894,1
M0426,S2,4.863941950999073,1634,4.427628999427155,6,2.0650506195037224,0.3,81.7,0.3671970624235006,1
M0427,S2,1.2543547535588295,978,0.1716684402669997,-4,-1.213438789154111,-0.2,48.900000000000006,0.0,1
M0428,S2,1.296643272267639,2785,1.2616870950514796,1,0.3308333019800784,0.05,139.25,0.0359066427289048,1
M0429,S2,14.17041400918318,3445,3.0828995097794447,-40,-12.89957786951868,-2.0,172.25,0.0,0
M0430,S2,6.857319377613188,1861,6.837349250290442,-2,-0.6918807069596369,-0.1,93.05,0.0,0
M0432,S2,6.330627975502829,2538,3.377135328906769,-16,-4.989979482226431,-0.8,126.9,0.0,0
M0433,S2,6.081166629965455,3323,5.555456706827188,-6,-2.523527916413286,-0.3,166.15,0.0,0
M0434,S2,9.400563323309118,1757,1.064238224659671,-20,-9.28203217083319,-1.0,87.85000000000001,0.0,0
M0435,S2,2.4617465924386748,2844,0.1634297767357821,-7,-2.505775959990501,-0.35,142.20000000000002,0.0,1
M0436,S2,8.220428206059438,1241,0.2815311859376843,-25,-8.206813136879703,-1.25,62.05,0.0,0
M0437,S2,16.916169134604207,871,16.431469154483178,-12,-4.098282943757567,-0.6000000000000001,43.55,0.0,0
M0438,S2,7.446720155053567,1732,5.926176965146336,13,4.690228065206725,0.65,86.60000000000001,0.7505773672055427,0
M0439,S2,1.1046028371965737,764,0.1031815163609983,-3,-1.1924617185447346,-0.15,38.2,0.0,1
M0440,S2,2.0413109137715817,1962,1.9527356986829425,2,0.7232730575028654,0.1,98.1,0.1019367991845056,1
M0441,S2,7.3919051268457885,1866,7.363879565029725,2,0.8838423853562745,0.1,93.3,0.1071811361200428,0
M0442,S2,4.0297793968829865,654,0.2694787935908923,-10,-3.902174682893275,-0.5,32.7,0.0,1
M0443,S2,8.103423375347408,862,3.131203314055645,16,7.461516783526747,0.8,43.1,1.8561484918793505,0
M0444,S2,10.683369568693632,3087,9.946450194558766,-9,-3.761321688446742,-0.45,154.35000000000002,0.0,0
M0446,S2,3.3066398163852644,2090,3.3066398163852644,0,0.0,0.0,104.5,0.0,1
M0447,S2,2.01914788063535,1044,0.1850714655465981,-4,-2.04702797649054,-0.2,52.2,0.0,1
M0448,S2,11.447096629159718,1059,11.223192557211842,5,2.0707384681784333,0.25,52.95,0.4721435316336166,0
M0449,S2,3.7077513743035806,1612,0.1831588670589655,-11,-3.826392145533873,-0.55,80.60000000000001,0.0,1
M0450,S2,8.165317120506833,918,0.4788475807116053,-26,-8.119367505505863,-1.3,45.900000000000006,0.0,0
M0451,S2,5.4927087716316585,1284,5.468365137813009,-1,-0.4930670567423476,-0.05,64.2,0.0,0
M0452,S2,6.325696582627415,1576,5.2953398835577286,-8,-3.5456855010321533,-0.4,78.80000000000001,0.0,0
M0453,S2,3.782045107211428,3079,0.2617416395179094,-8,-3.928159194020964,-0.4,153.95000000000002,0.0,1
M0454,S2,0.3341483302268456,1716,0.0459451654729033,-1,-0.3049082046717331,-0.05,85.80000000000001,0.0,1
M0455,S2,2.4503529323476005,1971,2.4503529323476005,0,0.0,0.0,98.55,0.0,1
M0456,S2,2.0590521876827945,1273,0.2282973370791275,-5,-1.960579320154636,-0.25,63.650000000000006,0.0,1
M0457,S2,3.900873833549352,1068,0.124976614223426,-10,-4.013384647328564,-0.5,53.400000000000006,0.0,1
M0458,S2,3.366780359619596,991,1.2069673817645945,-8,-3.009036109358476,-0.4,49.55,0.0,1
M0459,S2,4.134225086756755,1021,4.134225086756755,0,0.0,0.0,51.05,0.0,1
M0460,S2,4.13461518544001,1463,3.0029719081484734,-6,-2.7626776957681614,-0.3,73.15,0.0,1
M0461,S2,2.528285038667188,2532,1.926944480401641,-4,-1.6112167061847913,-0.2,126.6,0.0,1
M0462,S2,0.3615941729282275,1451,0.3615941729282275,0,0.0,0.0,72.55,0.0,1
M0463,S2,5.170434569301336,2300,3.794230947466831,-9,-3.621766567297527,-0.45,115.0,0.0,0
M0464,S2,3.974710645076754,1022,2.713368508356933,-6,-2.9555720757740005,-0.3,51.1,0.0,1
M0465,S2,6.101283490923083,2023,2.155135373502106,-17,-5.734461977081651,-0.8500000000000001,101.15,0.0,0
M0466,S2,4.043730010128065,3280,0.8762711293956728,-11,-3.843357816886737,-0.55,164.0,0.0,1
M0467,S2,3.141596800587036,1413,0.3621036692572258,-7,-2.927293464804393,-0.35,70.65,0.0,1
M0468,S2,2.3772777122808253,674,0.1612979560235271,-6,-2.537953743882497,-0.3,33.7,0.0,1
M0469,S2,1.5552189421533742,2005,0.2495842751806157,-5,-1.5659255494427953,-0.25,100.25,0.0,1
M0470,S2,6.5160541208691765,3553,2.741185396602273,-19,-6.056885590800903,-0.95,177.65,0.0,0
M0471,S2,5.60274682152023,3085,5.211598560227385,-5,-1.6367567594624006,-0.25,154.25,0.0,0
M0472,S2,5.420309038043126,2310,3.489598978615152,-8,-3.941821907173562,-0.4,115.5,0.0,0
M0473,S2,1.847180284197645,1041,0.2907304234343277,-4,-1.885922414309107,-0.2,52.05,0.0,1
M0474,S2,1.82705322529622,2792,1.3615859282406442,-3,-1.310775283274097,-0.15,139.6,0.0,1
M0475,S2,4.14475411010068,1915,3.441222079751791,-5,-2.260927348884593,-0.25,95.75,0.0,1
M0476,S2,1.117965056922807,2020,1.0717111095923917,1,0.4149292969008229,0.05,101.0,0.0495049504950495,1
M0477,S2,1.984540990643906,1315,1.984540990643906,0,0.0,0.0,65.75,0.0,1
M0478,S2,3.762733401810033,928,1.8174600828865204,7,3.221336462046793,0.35,46.400000000000006,0.7543103448275862,1
M0480,S2,4.842355022781541,2050,4.657116943337581,4,1.340591958344589,0.2,102.5,0.1951219512195122,1
M0481,S2,3.281018091109354,524,1.9666742378236028,-6,-2.5520447814360807,-0.3,26.200000000000003,0.0,1
M0482,S2,4.227904645235302,1915,2.6261700517126325,7,3.237633236985289,0.35,95.75,0.3655352480417754,1
M0483,S2,4.618144158243252,2051,0.26389663072858,-12,-4.478374125872165,-0.6000000000000001,102.55,0.0,1
M0484,S2,3.18814311964836,1792,0.6464528120957438,-8,-3.1391278929869486,-0.4,89.60000000000001,0.0,1
M0485,S2,8.086303233348104,1865,7.880569702244425,-3,-1.510380552042534,-0.15,93.25,0.0,0
M0486,S2,4.805567170207878,1337,3.4562260230991666,8,3.4925323912051454,0.4,66.85000000000001,0.5983545250560958,1
M0487,S2,5.815585866712851,2629,0.6225223746235667,-12,-5.858554829769901,-0.6000000000000001,131.45000000000002,0.0,0
M0488,S2,0.6884874054295027,1494,0.184223833040074,2,0.858858078421008,0.1,74.7,0.1338688085676037,1
M0489,S2,6.130634044453809,2809,3.496673959832947,-16,-5.033279683626574,-0.8,140.45000000000002,0.0,0
M0490,S2,4.374542460514275,2065,1.1617017019885023,-8,-4.040915538853142,-0.4,103.25,0.0,1
M0491,S2,5.731303289217686,1410,5.697084547114353,-1,-0.4544790122722588,-0.05,70.5,0.0,0
M0492,S2,4.349962599549235,1216,0.4012916349506568,-14,-4.460941017883101,-0.7000000000000001,60.8,0.0,1
M0493,S2,0.7625707126259164,2568,0.5952646584354248,2,0.6281574644951888,0.1,128.4,0.0778816199376947,1
M0494,S2,1.9905819415738288,1091,0.3170577238166206,-6,-2.0715907896491785,-0.3,54.55,0.0,1
M0495,S2,1.5512499996258275,784,1.470802257150061,1,0.4389689045380009,0.05,39.2,0.1275510204081632,1
M0496,S2,10.020152743835917,2021,1.4630813752610463,21,9.8350777396588,1.05,101.05,1.0390895596239484,0
M0497,S2,11.560692788968522,1709,10.46396255420645,-12,-5.095709530962267,-0.6000000000000001,85.45,0.0,0
M0498,S2,2.8259921527471072,2989,1.5623249382990494,-5,-2.166229096890902,-0.25,149.45000000000002,0.0,1
M0499,S2,1.955804764895975,1023,1.0811117882377823,-4,-1.6198807759078022,-0.2,51.150000000000006,0.0,1
M0500,S2,3.551905866081744,2029,3.456814460520236,-2,-0.9129682932632476,-0.1,101.45,0.0,1
M0501,S2,2.379307268205252,1029,0.0488498929888153,-7,-2.370741429266332,-0.35,51.45,0.0,1
M0502,S2,8.478277344025157,2994,1.290150369896725,-28,-8.436119651544686,-1.4,149.70000000000002,0.0,0
M0503,S2,8.308785491589742,1911,0.3119293662572016,-21,-8.182740189191918,-1.05,95.55,0.0,0
M0504,S2,1.9799940978094817,1993,0.1806981702131237,-5,-2.016409034395565,-0.25,99.65,0.0,1
M0505,S2,1.7272763841794452,1146,0.4501062499914108,-4,-1.8857663999419856,-0.2,57.3,0.0,1
M0506,S2,5.017541888551341,2438,1.5207855141599167,-15,-4.918236091138965,-0.75,121.9,0.0,0
M0507,S2,9.37849961999974,1658,8.76939331429633,-11,-3.135158194664712,-0.55,82.9,0.0,0
M0508,S2,2.3732378616918144,1042,2.244122135296715,-2,-0.8768906116055746,-0.1,52.1,0.0,1
M0509,S2,2.352159579979917,2645,1.2148725239246307,-6,-2.103962942387625,-0.3,132.25,0.0,1
M0510,S2,3.633571637769625,2203,3.0032115479638883,-5,-2.003609437680211,-0.25,110.15,0.0,1
M0511,S2,2.447284463209161,1032,0.3084160945628963,-7,-2.4444342108301385,-0.35,51.6,0.0,1
M0512,S2,8.451173903544944,1019,0.5827194965947828,24,8.52034963438905,1.2000000000000002,50.95,2.355250245338567,0
M0513,S2,3.8058956727027264,2298,3.1123533709381603,-7,-2.2097770597994213,-0.35,114.9,0.0,1
M0514,S2,6.720608088196076,745,5.627059582247738,-8,-3.852528369977051,-0.4,37.25,0.0,0
M0515,S2,5.187585071811579,2475,2.776042780669484,11,4.322034070712903,0.55,123.75,0.4444444444444444,0
M0516,S2,7.038880989924944,1477,7.030379814245467,1,0.3938596533851068,0.05,73.85000000000001,0.0677048070412999,0
M0517,S2,8.130081790577577,896,1.1505145580178022,-20,-8.185480342819858,-1.0,44.8,0.0,0
M0518,S2,4.459919922822853,1143,3.62256318978018,-5,-2.494205338307097,-0.25,57.150000000000006,0.0,1
M0519,S2,2.672120985498397,1007,0.7839971984483695,-6,-2.670715509136926,-0.3,50.35,0.0,1
M0520,S2,12.566393171549263,597,12.213646940580484,-7,-2.1151476296470832,-0.35,29.85,0.0,0
M0521,S2,5.154557877673226,2159,3.7366414091149,-9,-3.590196794141661,-0.45,107.95,0.0,0
M0522,S2,3.170626008343256,1574,2.286831229559898,-6,-2.247018819182585,-0.3,78.7,0.0,1
M0523,S2,3.180345493749813,1240,0.2847337287968727,-8,-3.001988760010022,-0.4,62.0,0.0,1
M0524,S2,6.410947816665381,877,0.4216527845478092,-21,-6.549791140232344,-1.05,43.85,0.0,0
M0525,S2,4.289474195586148,2339,3.362358263295834,-6,-2.548304570449318,-0.3,116.95,0.0,1
M0526,S2,3.5473177647432297,1901,0.1164889686338379,-9,-3.5192287382452605,-0.45,95.05,0.0,1
M0527,S2,0.6921411090620592,831,0.5157056656171704,-1,-0.3974963241140017,-0.05,41.55,0.0,1
M0528,S2,2.7144213195573474,1754,0.1109792401701982,-9,-2.823968941347175,-0.45,87.7,0.0,1
M0529,S2,3.4984694611251568,2186,0.3115818031510436,-9,-3.652192153229862,-0.45,109.3,0.0,1
M0530,S2,2.516496466029592,2520,0.4663971703221052,-7,-2.4894058714971834,-0.35,126.0,0.0,1
M0531,S2,4.75703761618,2461,1.6864879052378037,-9,-4.330518819115468,-0.45,123.05,0.0,1
M0532,S2,3.7280978601009465,572,0.2390988567857883,-9,-3.7513355122005407,-0.45,28.6,0.0,1
M0533,S2,17.094613095978055,1026,17.082722403185404,-2,-0.7592849384538454,-0.1,51.3,0.0,0
M0534,S2,9.082784632357743,1562,8.100406547902617,9,3.794997020798178,0.45,78.10000000000001,0.5761843790012804,0
M0535,S2,3.9808044406981424,2115,3.609310697072437,-4,-1.759603463185158,-0.2,105.75,0.0,1
M0536,S2,4.450973585918266,1920,0.0760614335926425,-13,-4.509443598621715,-0.65,96.0,0.0,1
M0537,S2,1.983590023174452,2269,0.325103975714194,-5,-2.1315751183645943,-0.25,113.45,0.0,1
M0538,S2,3.767367301003084,610,3.748265486994494,1,0.4562807334193053,0.05,30.5,0.1639344262295081,1
M0539,S2,3.053664239886858,1058,1.298691642396028,-9,-2.7815551718167058,-0.45,52.900000000000006,0.0,1
M0540,S2,6.640571340955943,1165,4.037123399231975,-12,-4.6755423338449305,-0.6000000000000001,58.25,0.0,0
M0541,S2,4.917432787703054,2838,1.6618912692207073,-10,-4.64297366711412,-0.5,141.9,0.0,1
M0542,S2,3.232107583021308,1466,1.8799934899622,-6,-2.5279613685673894,-0.3,73.3,0.0,1
M0543,S2,2.693654600983413,2111,2.693654600983413,0,0.0,0.0,105.55,0.0,1
M0544,S2,3.681595291356923,2783,1.355300236850821,-9,-3.5446388054858744,-0.45,139.15,0.0,1
M0545,S2,1.266364505421076,3288,1.1047276582496244,-1,-0.4968588229623947,-0.05,164.4,0.0,1
M0546,S2,6.434806119103723,2220,4.179938719441263,-11,-5.367774657498785,-0.55,111.0,0.0,0
M0547,S2,12.805463233140577,2350,9.571478150943069,16,8.023265651611837,0.8,117.5,0.6808510638297872,0
M0548,S2,5.145160493059404,2548,2.347336306072708,-14,-4.361218981386287,-0.7000000000000001,127.4,0.0,0
M0549,S2,7.820333676407352,1540,0.2653593806838774,-19,-7.901998418995618,-0.95,77.0,0.0,0
M0550,S2,3.8113399266833583,2043,0.4943759052194938,-10,-3.731815255110632,-0.5,102.15,0.0,1
M0551,S2,3.7513308439750257,1068,0.347588224735587,-10,-3.629795779500967,-0.5,53.400000000000006,0.0,1
M0552,S2,2.935524098729657,1670,0.5806091309315493,-9,-2.8453485626230304,-0.45,83.5,0.0,1
M0553,S2,6.135101646655576,761,5.977557770018037,-3,-1.4084818715772371,-0.15,38.05,0.0,0
M0554,S2,1.9731823180389103,1823,0.1503504370043074,-6,-2.123421129608346,-0.3,91.15,0.0,1
M0555,S2,4.635022884917362,2808,0.2597978969327497,-10,-4.878122459115275,-0.5,140.4,0.0,1
M0556,S2,4.328367533736732,1110,0.6022391993798738,-10,-4.368918505853799,-0.5,55.5,0.0,1
M0557,S2,4.357218362591181,2766,0.130057723012429,-10,-4.486193503159257,-0.5,138.3,0.0,1
M0558,S2,4.499468835574852,2114,4.203402044261148,-3,-1.3983370776484207,-0.15,105.7,0.0,1
M0559,S2,4.500830222389745,1611,0.5332680156630037,-13,-4.370811750860753,-0.65,80.55000000000001,0.0,1
M0560,S2,4.009430031231977,1615,3.914223665648633,-2,-0.8039880732620759,-0.1,80.75,0.0,1
M0561,S2,5.766403245122841,2371,2.151078903090899,-13,-5.385478281271276,-0.65,118.55,0.0,0
M0562,S2,3.803591567508987,1422,0.503132533049795,-10,-3.857747329497101,-0.5,71.10000000000001,0.0,1
M0563,S2,3.508852933214224,1236,3.175639275719966,-4,-1.6253156855623845,-0.2,61.8,0.0,1
M0564,S2,6.945160455203083,2556,1.1537982684539938,-14,-6.886956656964458,-0.7000000000000001,127.8,0.0,0
M0567,S2,2.1793426479532667,3537,1.5578829933333014,-4,-1.5020128392770855,-0.2,176.85000000000002,0.0,1
M0568,S2,3.292575413213478,1960,0.1988475392438646,-8,-3.4570823824340096,-0.4,98.0,0.0,1
M0569,S2,3.8375194436515208,1544,0.1377449646266339,-12,-3.968521829417512,-0.6000000000000001,77.2,0.0,1
M0570,S2,3.4690696418185736,690,0.2295290582858176,-7,-3.433634190315104,-0.35,34.5,0.0,1
M0571,S2,5.525711271281988,2539,5.507066212165169,1,0.4571393020401046,0.05,126.95,0.0393855848759354,0
M0572,S2,2.442630282856828,1310,2.047588287649928,3,1.4339500032756405,0.15,65.5,0.2290076335877862,1
M0573,S2,1.6637429116180853,534,1.0116273722981777,-4,-1.493869822861484,-0.2,26.700000000000003,0.0,1
M0574,S2,3.118564203379526,2540,0.0097483273136978,-8,-3.1129107761062187,-0.4,127.0,0.0,1
M0575,S2,17.671904100343475,718,16.652168382386353,-20,-6.489514971668285,-1.0,35.9,0.0,0
M0576,S2,20.042102916020315,3455,13.55747404538705,24,11.305356690304734,1.2000000000000002,172.75,0.6946454413892909,0
M0577,S2,6.499334879474205,1740,2.843263200492627,-16,-5.937743447251364,-0.8,87.0,0.0,0
M0578,S2,5.201573695891709,2193,4.7364755147006665,5,1.9064299871712365,0.25,109.65,0.2279981760145918,0
M0579,S2,4.551258141536946,1039,1.0052256381968945,-14,-4.519953748081605,-0.7000000000000001,51.95,0.0,1
M0580,S2,2.416846895775872,1680,0.8002936972428009,-7,-2.4058349802633074,-0.35,84.0,0.0,1
M0581,S2,3.5521299899594627,1891,1.6360260742612966,-8,-3.069706718570501,-0.4,94.55,0.0,1
M0582,S2,6.251213170359713,1095,1.5709008335663568,-15,-6.213888777734155,-0.75,54.75,0.0,0
M0583,S2,2.175779168437873,1695,0.7306769330640702,-7,-2.0567289482179945,-0.35,84.75,0.0,1
M0584,S2,4.623743710055785,1802,2.5570892238198204,-9,-3.828769858135729,-0.45,90.1,0.0,1
M0585,S2,7.423243566713365,1031,6.913845383598786,-6,-2.753108694703485,-0.3,51.55,0.0,0
M0586,S2,15.227227283195072,2400,8.786279658111443,-26,-12.442863738681126,-1.3,120.0,0.0,0
M0587,S2,3.059905294419983,2421,0.5466357925754886,-7,-2.9703982190656006,-0.35,121.05,0.0,1
M0588,S2,14.694332453844384,1439,5.040402175324507,-40,-12.03409890279795,-2.0,71.95,0.0,0
M0589,S2,5.337345266116583,3161,5.337345266116597,0,0.0,0.0,158.05,0.0,0
M0590,S2,7.766111105307281,1726,7.753097840747684,1,0.4284393486512954,0.05,86.30000000000001,0.0579374275782155,0
M0591,S2,7.8126058524977555,2861,7.5518827965594415,-6,-2.010275623503503,-0.3,143.05,0.0,0
M0592,S2,2.7684724531273743,1557,0.1938867031280374,-7,-2.8894309797351525,-0.35,77.85000000000001,0.0,1
M0593,S2,6.801158378929173,1259,0.9616925967943228,-16,-6.741819747306295,-0.8,62.95,0.0,0
M0594,S2,9.24400182947697,2423,8.526108633298099,9,3.193992590117091,0.45,121.15,0.3714403631861329,0
M0595,S2,5.398963205363383,2409,0.5713129232240164,-11,-5.489227018987776,-0.55,120.45,0.0,0
M0596,S2,4.38857538267562,2850,2.548491077792088,-7,-3.4603195179263366,-0.35,142.5,0.0,1
M0597,S2,10.568971747348462,995,5.172095908491383,24,8.11495674702087,1.2000000000000002,49.75,2.412060301507537,0
M0598,S2,6.342330104417283,1975,6.157740486971502,4,1.815294571413915,0.2,98.75,0.2025316455696202,0
M0599,S2,6.70396980695653,1409,6.216559357717877,-6,-2.723845225257037,-0.3,70.45,0.0,0
M0600,S3,4.705419171630985,2803,4.598767796389929,-2,-0.9835027806047948,-0.1,140.15,0.0,1
M0601,S3,2.9368615785926395,1528,0.1946900646525194,-8,-3.014720130020237,-0.4,76.4,0.0,1
M0602,S3,4.404990184337364,5217,1.1565198021232352,-13,-4.154361793845965,-0.65,260.85,0.0,1
M0603,S3,4.489119827844342,1534,4.054863754986792,-5,-1.908790105484968,-0.25,76.7,0.0,1
M0604,S3,7.897678648100894,2281,6.084525733891284,10,4.838533161188252,0.5,114.05,0.4384042086804033,0
M0605,S3,3.981955816814301,4711,2.978440932056482,7,2.6134246272808923,0.35,235.55,0.1485884101040119,1
M0606,S3,4.689047163714214,4497,3.529017328543581,-7,-3.273112664932796,-0.35,224.85,0.0,1
M0607,S3,4.600191836344061,4142,4.413878292748934,3,1.3697257342398643,0.15,207.1,0.0724287783679381,1
M0608,S3,4.727599472449603,3282,0.039726611905597,-10,-4.7672179863495785,-0.5,164.10000000000002,0.0,1
M0609,S3,4.443079524785535,2478,2.278293652486828,11,3.7785302956485793,0.55,123.9,0.4439063761097659,1
M0610,S3,0.9239372880881204,4610,0.6228491622210961,2,0.7111240088336217,0.1,230.5,0.0433839479392624,1
M0611,S3,7.747469055027781,2288,2.6957519080643104,18,7.1956927358710345,0.9,114.4,0.7867132867132867,0
M0612,S3,5.724463506331819,4382,4.542395208474557,-9,-3.44799358234809,-0.45,219.1,0.0,0
M0613,S3,13.923563195930331,1882,3.424932663079647,-30,-12.274699089918954,-1.5,94.1,0.0,0
M0614,S3,4.571577921917309,4288,4.535063275602072,1,0.4418526212202778,0.05,214.4,0.023320895522388,1
M0615,S3,5.620448209002332,1859,3.2420595239163834,-11,-4.097210255751293,-0.55,92.95,0.0,0
M0616,S3,5.353358532582584,1194,3.334886767999843,11,4.267882561524289,0.55,59.7,0.9212730318257956,0
M0617,S3,5.833614251261778,2266,0.5836110267709395,-13,-5.963770466453752,-0.65,113.3,0.0,0
M0618,S3,4.017204915711478,1280,3.145348801654828,-6,-2.3086018344524746,-0.3,64.0,0.0,1
M0619,S3,6.097738853497775,3845,6.097738853497763,0,0.0,0.0,192.25,0.0,0
M0620,S3,2.439966811902757,2048,0.3581145829465171,-6,-2.339114389767815,-0.3,102.4,0.0,1
M0621,S3,5.804285937820982,3742,5.71913209883622,-2,-0.8760622089255321,-0.1,187.1,0.0,0
M0622,S3,9.54111197729775,4398,7.914088511331566,14,4.85169073853308,0.7000000000000001,219.9,0.3183265120509322,0
M0623,S3,2.7866831982465574,1498,0.6436979560537337,-8,-2.8315007318724383,-0.4,74.9,0.0,1
M0624,S3,2.9124497712335624,4877,2.6711341535636706,-3,-1.0031220235096043,-0.15,243.85,0.0,1
M0625,S3,2.263579602100695,2198,0.7618940351124336,-6,-2.3028055557078915,-0.3,109.9,0.0,1
M0626,S3,3.4708549198850966,3842,3.47085491988511,0,0.0,0.0,192.1,0.0,1
M0627,S3,13.520595628014034,2195,1.5275348667816395,30,13.609369213902482,1.5,109.75,1.366742596810934,0
M0628,S3,6.911724753602138,4077,6.851772941182489,2,0.8524253736607079,0.1,203.85,0.049055678194751,0
M0629,S3,6.4322272818496815,3024,4.790565299887244,11,4.360058639530735,0.55,151.20000000000002,0.3637566137566138,0
M0630,S3,5.30480587436513,3021,2.0982749537425187,-11,-4.472074809451442,-0.55,151.05,0.0,0
M0631,S3,1.7983969002043114,2357,1.4886217802148722,-3,-1.0279470292007318,-0.15,117.85,0.0,1
M0632,S3,4.134476191555598,2137,3.4586826917733777,-5,-2.170175837826605,-0.25,106.85,0.0,1
M0633,S3,5.264432827998449,2976,5.159234723160283,2,0.8588156813113983,0.1,148.8,0.0672043010752688,0
M0635,S3,6.833531256422049,5332,2.626550444600622,13,6.515605537221745,0.65,266.6,0.2438109527381845,0
M0636,S3,2.5861459386790093,1298,2.1274729655877502,-3,-1.2990718616514414,-0.15,64.9,0.0,1
M0637,S3,3.630991607358188,2583,1.5257248604692448,-10,-3.2222185357786657,-0.5,129.15,0.0,1
M0638,S3,4.9369171421741145,2008,2.9121983159484817,10,3.9304932242399673,0.5,100.4,0.49800796812749,1
M0639,S3,0.5459839293801728,1099,0.413934692841305,1,0.4188365551275979,0.05,54.95,0.0909918107370336,1
M0640,S3,4.876074892364211,4087,2.245091723598004,-14,-4.433075675656028,-0.7000000000000001,204.35,0.0,1
M0641,S3,9.248885597556818,3220,0.2069236659947942,-22,-9.416653426432504,-1.1,161.0,0.0,0
M0642,S3,4.5985452694379685,2982,4.592490494382007,-1,-0.4709114225111079,-0.05,149.1,0.0,1
M0643,S3,6.67282694008592,4764,6.482797596203342,-4,-1.4883154265949088,-0.2,238.2,0.0,0
M0644,S3,7.755183747698652,3322,6.909806479226496,10,3.585763561715339,0.5,166.10000000000002,0.3010234798314268,0
M0645,S3,6.866433724129639,2487,5.980385566702698,-7,-3.327222383858043,-0.35,124.35,0.0,0
M0646,S3,0.514137692393209,4882,0.5141376923932083,0,0.0,0.0,244.1,0.0,1
M0647,S3,5.022918265285256,1705,3.421880706461687,-8,-3.958801394797888,-0.4,85.25,0.0,0
M0648,S3,5.259655266196572,4396,3.839013456975593,10,3.544244733516507,0.5,219.8,0.2274795268425841,0
M0649,S3,3.92082441899634,4454,3.739889960898304,-3,-1.0963036843061218,-0.15,222.7,0.0,1
M0651,S3,3.961820634809505,1341,1.5862651070414164,-7,-3.639125670847534,-0.35,67.05,0.0,1
M0652,S3,11.928224354683366,2969,11.05531369147711,12,3.960231711576512,0.6000000000000001,148.45000000000002,0.4041764904008083,0
M0653,S3,3.6525539583311577,4595,0.5214985368406083,9,3.5301768371402886,0.45,229.75,0.1958650707290533,1
M0654,S3,7.774281034564906,3223,0.8941773000729307,-18,-7.671671255498722,-0.9,161.15,0.0,0
M0655,S3,3.905174436388092,1738,0.7208141466565017,-8,-3.867915911951172,-0.4,86.9,0.0,1
M0656,S3,4.51270357582359,3598,3.478660906380161,7,3.1156774924866117,0.35,179.9,0.1945525291828793,1
M0657,S3,2.536055366879349,2806,2.2701464834980047,-3,-1.2201239797332164,-0.15,140.3,0.0,1
M0658,S3,6.536992125477247,4848,5.778345533731842,-7,-3.026734312555164,-0.35,242.4,0.0,0
M0659,S3,7.561065820593143,3317,6.158342327900597,9,4.202429920798977,0.45,165.85000000000002,0.271329514621646,0
M0660,S3,6.528524577811893,2649,5.81203916107455,-7,-2.704982847301494,-0.35,132.45000000000002,0.0,0
